Marca_Temporal,ID_Unico,Texto,Texto_Limpio,Longitud_Tokens
4/24/2024 15:43:23,JPFVNJKI,"Intento buscar la solucion, pero antes de ello me estreso, si no consigo resolverlo sola, pido ayuda a alguien mas","Intento buscar la solucion, pero antes de ello me estreso, si no consigo resolverlo sola, pido ayuda a alguien mas",32
4/24/2024 15:48:07,QU685VKV,Meditarlo.,Meditarlo.,4
4/24/2024 15:54:20,Z6ZGAS4H,"Pensar detalladamente que es lo que voy a hacer. 
Como es una situación difícil, tal vez es algo que me va a llevar tiempo resolver, no va a ser fácil, pero debemos lograrlo, con los mínimos errores posibles, porque de que habrá errores, los habrá, pero siempre se tratará que no perjudiquen tanto en la situación. ","Pensar detalladamente que es lo que voy a hacer. Como es una situación difícil, tal vez es algo que me va a llevar tiempo resolver, no va a ser fácil, pero debemos lograrlo, con los mínimos errores posibles, porque de que habrá errores, los habrá, pero siempre se tratará que no perjudiquen tanto en la situación.",80
4/24/2024 16:24:34,I7OEHA3M,relajo mi mente escuchando música o bromeando con la situación para pensar tranquilamente una solución ,relajo mi mente escuchando música o bromeando con la situación para pensar tranquilamente una solución,25
4/24/2024 16:25:34,945RIESS,Llorar.,Llorar.,4
4/24/2024 16:42:06,OY89I1AT,Llorar,Llorar,3
4/24/2024 17:26:44,MHA8ZTS5,Intentar enfocar mis pensamientos en una cosa ajena ,Intentar enfocar mis pensamientos en una cosa ajena,14
4/24/2024 18:05:56,RA4Y9X5E,Pues me pongo  a pensar cual es la menera de solucionar el problema y despues enpiezo hacer lo que tengo que hacer.,Pues me pongo a pensar cual es la menera de solucionar el problema y despues enpiezo hacer lo que tengo que hacer.,33
4/24/2024 18:20:17,LXDB8W6X,Me intento tranquilizar y si no puedo pido ayuda ,Me intento tranquilizar y si no puedo pido ayuda,15
4/24/2024 18:20:36,G6ZRICXV,Pues respiro y doy toda mi actitud y desempeño en esa situación trato de no molestarme si no resulta como tengo pensado.,Pues respiro y doy toda mi actitud y desempeño en esa situación trato de no molestarme si no resulta como tengo pensado.,34
4/24/2024 18:27:11,S1Z2D8M2,Pienso todos los resultados posibles ya sean buenos o malos y tomo unandecision y aveces pedir un consejo,Pienso todos los resultados posibles ya sean buenos o malos y tomo unandecision y aveces pedir un consejo,27
4/24/2024 19:06:32,RC5G5VFK,Trato de resolverlo sola y muchas veces busco ayuda con mi pareja o en casos donde no puedo con mis padres porque 2 cabezas piensan mejor que una ,Trato de resolverlo sola y muchas veces busco ayuda con mi pareja o en casos donde no puedo con mis padres porque 2 cabezas piensan mejor que una,34
4/24/2024 19:07:31,947J0Q5A,"Tratar de calmarme y buscar soluciones, si no puedo hacerlo solo consultar a alguien que me pueda ayudar","Tratar de calmarme y buscar soluciones, si no puedo hacerlo solo consultar a alguien que me pueda ayudar",25
4/24/2024 19:40:22,W9LAW009,"Trato lo más posible de calmarme con estrategias tradicionales (ejercicios de respiración, música, ejercicio rápido) o cuando es imposible lo anterior o no ayuda me quedo callado pero por dentro estoy gritando. De hecho en algunas situaciones cuando me siente tan abrumado grito en una almohada en mi cuarto y lloro.","Trato lo más posible de calmarme con estrategias tradicionales (ejercicios de respiración, música, ejercicio rápido) o cuando es imposible lo anterior o no ayuda me quedo callado pero por dentro estoy gritando. De hecho en algunas situaciones cuando me siente tan abrumado grito en una almohada en mi cuarto y lloro.",76
4/24/2024 19:48:20,2QH0OQRP,"Primero trato de calmar mis emociones, ser objetiva, siempre busco una opinión más, de mi psicólogo por ejemplo, y leo algunos versículos que se adecuen a mi situación y me ayuden a una buena decisión ","Primero trato de calmar mis emociones, ser objetiva, siempre busco una opinión más, de mi psicólogo por ejemplo, y leo algunos versículos que se adecuen a mi situación y me ayuden a una buena decisión",52
4/24/2024 19:53:13,9FBVNJ3U,Analizar la manera más efectiva de resolverlo tratando siempre de resultar no tan afectados por la situación ,Analizar la manera más efectiva de resolverlo tratando siempre de resultar no tan afectados por la situación,23
4/24/2024 20:57:53,IRIJAUXK,Trato de calmarme y hacer lo mejor posible para poder resolver la situación sin que mis sentimientos generen un sesgo. Si las circunstancias lo requieren pido ayuda amigos o familia y busco formas creativas de afrontar el problema.,Trato de calmarme y hacer lo mejor posible para poder resolver la situación sin que mis sentimientos generen un sesgo. Si las circunstancias lo requieren pido ayuda amigos o familia y busco formas creativas de afrontar el problema.,51
4/24/2024 21:00:13,H7ZSLKYX,"busco a Dios, trato de pensar sin emociones para tomar la mejor decisión ","busco a Dios, trato de pensar sin emociones para tomar la mejor decisión",18
4/24/2024 22:49:25,ZNQELPB7,"Pienso en las posibles acciones con las que puedo abordar la situación, en base a ello tomo la que creo que será la mejor, ya me tocara vivir las consecuencias.","Pienso en las posibles acciones con las que puedo abordar la situación, en base a ello tomo la que creo que será la mejor, ya me tocara vivir las consecuencias.",41
4/24/2024 23:23:27,J9Q8IXFH,veo los diferentes escenarios que puedan pasar,veo los diferentes escenarios que puedan pasar,9
4/24/2024 23:33:27,2ON6FVSH,Me pongo nerviosa,Me pongo nerviosa,6
4/25/2024 9:36:25,ES771SD8,"Evaluo toda la situación, me sostengo de las personas que me importan y trato de saber su punto de vista para poder llevar a un buen lugar esa situación ","Evaluo toda la situación, me sostengo de las personas que me importan y trato de saber su punto de vista para poder llevar a un buen lugar esa situación",36
4/25/2024 10:52:29,FZRWA0SY,"Mantener la calma y tomar la decision mas adecuada , sin prejudicar a nadie ","Mantener la calma y tomar la decision mas adecuada , sin prejudicar a nadie",20
4/25/2024 11:40:29,1KWDDNOH,Trato de enfocar mi mente al 100% en el problema y dejar de lado lo que siento,Trato de enfocar mi mente al 100% en el problema y dejar de lado lo que siento,22
4/25/2024 11:42:43,5CHTZV8O,Cuando enfrento una situación difícil trato de mantener la calma y la mente fría lo máximo posible.,Cuando enfrento una situación difícil trato de mantener la calma y la mente fría lo máximo posible.,23
4/25/2024 12:15:55,RQF9W09V,Escucho música o me aisló hasta que se me pase porque no me gusta dañar a las personas ,Escucho música o me aisló hasta que se me pase porque no me gusta dañar a las personas,24
4/25/2024 12:16:44,Q7YR6JAL,"Estresarme, calmarme, razonar y encontrar la solución de una u otra forma.","Estresarme, calmarme, razonar y encontrar la solución de una u otra forma.",20
4/25/2024 12:21:21,YMU2FALS,"Primero ver las posibles soluciones de la situación difícil,  y en base a las soluciones trabajar para enfrentarla de manera exitosa.","Primero ver las posibles soluciones de la situación difícil, y en base a las soluciones trabajar para enfrentarla de manera exitosa.",28
4/25/2024 12:28:34,BUUJHLBW,"Maldecir la situación, analizar la situación ver los posibles caminos y soluciones mentalizarse y terminar gritando en mi mente ""no se cómo pero aquí y ahora superare mis límites""","Maldecir la situación, analizar la situación ver los posibles caminos y soluciones mentalizarse y terminar gritando en mi mente ""no se cómo pero aquí y ahora superare mis límites""",41
4/25/2024 12:54:19,6OG08UL5,"Me quedó en silencio y pienso mucho las cosas, para lograr encontrar una solución ","Me quedó en silencio y pienso mucho las cosas, para lograr encontrar una solución",18
4/25/2024 12:55:12,UYE2QAWR,Ayudarlo a resolver ese problemas,Ayudarlo a resolver ese problemas,7
4/25/2024 13:02:31,0YIJFHVF,"Pues primero tengo que enfrentar el problema, y si no, trato de evadirlo ","Pues primero tengo que enfrentar el problema, y si no, trato de evadirlo",20
4/25/2024 13:31:22,0WK1Q15C,"pienso en alguna solucion, y en caso de que no este en mis manos, pido ayuda. ","pienso en alguna solucion, y en caso de que no este en mis manos, pido ayuda.",24
4/25/2024 14:51:28,89R7BFY3,Mentalizarme por las noches y entender la situación. También me gusta entrenar cuando me siento así ,Mentalizarme por las noches y entender la situación. También me gusta entrenar cuando me siento así,23
4/25/2024 18:06:23,W8897XTA,Hablar con amigos o mi familia,Hablar con amigos o mi familia,8
4/25/2024 18:26:25,MOXPM084,"Primero estar tranquilo, analizar la situación y tomar una decisión","Primero estar tranquilo, analizar la situación y tomar una decisión",16
4/25/2024 18:32:43,DXF0Z2FN,Encararla y tomar las mejores decisiones,Encararla y tomar las mejores decisiones,7
4/25/2024 18:42:00,NDMKZW1M,"Trato de tranquilizarme, aunque realmente me cuesta mucho hacerlo","Trato de tranquilizarme, aunque realmente me cuesta mucho hacerlo",17
4/25/2024 19:18:17,A8QN8I2L,"Busco diferentes soluciones, veo la que mas se acomode a mis habilidades y  realizo  ","Busco diferentes soluciones, veo la que mas se acomode a mis habilidades y realizo",21
4/25/2024 19:33:43,UBSR9VC8,"Tomar un momento para descansar, analizar la situación y buscar posibles soluciones, luego buscar maneras de como actuar para conseguir la solución ","Tomar un momento para descansar, analizar la situación y buscar posibles soluciones, luego buscar maneras de como actuar para conseguir la solución",30
4/25/2024 19:38:25,W8ILZE4K,Ser objetivo.,Ser objetivo.,3
4/25/2024 19:49:50,ONSV8AYQ,"a veces pienso mucho, si puedo evitarlo lo evito, si puedo hacer que se resuelva rapido lo hago, sino simplemente hago lo que pueda","a veces pienso mucho, si puedo evitarlo lo evito, si puedo hacer que se resuelva rapido lo hago, sino simplemente hago lo que pueda",38
4/25/2024 20:20:12,OY7Q1STH,Ver el desde el inicio en dónde cometí el error,Ver el desde el inicio en dónde cometí el error,12
4/25/2024 21:18:09,A9SQ6NWO,"Veo siempre el lado positivo y realista, trato de llevarlo con tranquilidad, suprimo esos sentimientos y ser fuerte es lo que me ayuda","Veo siempre el lado positivo y realista, trato de llevarlo con tranquilidad, suprimo esos sentimientos y ser fuerte es lo que me ayuda",34
4/25/2024 21:55:05,1C8YLNRI,"Últimamente no se, supongo ser fuerte y decidido ","Últimamente no se, supongo ser fuerte y decidido",16
4/25/2024 22:01:24,U8GAYRZ7,"Trato de quitarle toda expectativa u emoción a la situación,  para pensarla y darle vueltas, hasta que encuentre una salida.","Trato de quitarle toda expectativa u emoción a la situación, para pensarla y darle vueltas, hasta que encuentre una salida.",35
4/26/2024 6:49:03,F65E8SEA,"En un primer momento, puede que tenga ganas de llorar pero después trato de calmarme para después reflexionar de manera asertiva en qué puedo hacer si es que está en mis posibilidades para salir de esa situación ","En un primer momento, puede que tenga ganas de llorar pero después trato de calmarme para después reflexionar de manera asertiva en qué puedo hacer si es que está en mis posibilidades para salir de esa situación",49
4/26/2024 10:01:08,16UOLNVY,Recapacitar y seguir adelante.,Recapacitar y seguir adelante.,7
4/26/2024 10:39:25,D1S2USQV,Analizo todas las alternativas posibles para darle solución a la situación y si no hay alguna solo dejo que fluya ,Analizo todas las alternativas posibles para darle solución a la situación y si no hay alguna solo dejo que fluya,26
4/26/2024 11:14:18,83ECQ6P2,"intento mantener la calma, aunque por dentro este sufriendo en silencio muchas veces me quedo callado y no lo comparto con nadie.","intento mantener la calma, aunque por dentro este sufriendo en silencio muchas veces me quedo callado y no lo comparto con nadie.",32
4/26/2024 11:50:56,LS7WFV2B,"Intento no dejar que las emociones me dominen y mantener una mente fría para poder tener ideas que puedan ayudar a salir de dicha situación, intentar buscar la opción más viable que sea neutra y no afecte más de lo que la situación puede ya estar.","Intento no dejar que las emociones me dominen y mantener una mente fría para poder tener ideas que puedan ayudar a salir de dicha situación, intentar buscar la opción más viable que sea neutra y no afecte más de lo que la situación puede ya estar.",57
4/26/2024 12:56:50,OAZ5FC8A,Encontrar posibles soluciones y tranquilizarme y tratar de no pensar en ello,Encontrar posibles soluciones y tranquilizarme y tratar de no pensar en ello,20
4/26/2024 13:17:38,DCV5DO3V,"Llorar, buscar soluciones, implementarlas","Llorar, buscar soluciones, implementarlas",11
4/26/2024 13:22:06,STTZ7KC4,Pensar en cómo resolver y tratar de calmarme,Pensar en cómo resolver y tratar de calmarme,11
4/26/2024 13:24:46,BNMM9UFQ,"Intentar mantener la calma, pensar en posibles soluciones y enfrentar la solución de frente","Intentar mantener la calma, pensar en posibles soluciones y enfrentar la solución de frente",19
4/26/2024 13:25:21,TA1NU1V7,Respirar u saber cómo arreglar el problema ,Respirar u saber cómo arreglar el problema,11
4/26/2024 13:25:59,UGTBZ7P3,Hacer ejercicio ,Hacer ejercicio,3
4/26/2024 13:40:10,SOQQDFEW,Ver las opciones que nos dan y dar apoyo ,Ver las opciones que nos dan y dar apoyo,10
4/26/2024 13:49:23,0A63PM6K,"Creo que actuó con forme a las circunstancias, no tengo como un camino que seguir, simplemente con lo que tengo, actúo, aunque tenga que salirme de mi zona de confort. ","Creo que actuó con forme a las circunstancias, no tengo como un camino que seguir, simplemente con lo que tengo, actúo, aunque tenga que salirme de mi zona de confort.",42
4/26/2024 13:50:36,X0GVR7CK,Comienzo cuanto antes y planifico,Comienzo cuanto antes y planifico,9
4/26/2024 13:54:03,19NLQDKA,"Primero lloro, suena raro pero primero me pondría muy triste y después trataría de encontrar una solución al problema ","Primero lloro, suena raro pero primero me pondría muy triste y después trataría de encontrar una solución al problema",25
4/26/2024 13:57:41,2E2IMZRO,"Me pongo nervioso, pero desues de pensar en como debo actuar, lo hago","Me pongo nervioso, pero desues de pensar en como debo actuar, lo hago",21
4/26/2024 14:10:39,21X2D6PW,Lo platico con mis padres y mi abuelita,Lo platico con mis padres y mi abuelita,11
4/26/2024 14:18:29,GP42KD2C,Afrontarla,Afrontarla,3
4/26/2024 14:32:36,27WD6UH2,"Primeramente, orar a Dios, ya que Él es el único que puede ayudarme a resolver los problemas que enfrento, posteriormente, analizo las posibles soluciones al problema para así tomar una decisión","Primeramente, orar a Dios, ya que Él es el único que puede ayudarme a resolver los problemas que enfrento, posteriormente, analizo las posibles soluciones al problema para así tomar una decisión",42
4/26/2024 14:33:09,4TF29YIO,Trato de resolverla de la mejor manera aún que no siempre termina así ,Trato de resolverla de la mejor manera aún que no siempre termina así,15
4/26/2024 14:35:23,UZNBAHRB,Cabeza fría y estar relajado ante cualquier cosa que pueda suceder ,Cabeza fría y estar relajado ante cualquier cosa que pueda suceder,18
4/26/2024 14:50:06,87RRAHBJ,"No reacciono con angustia, estoy algo calmado, no actuo de manera explosiva","No reacciono con angustia, estoy algo calmado, no actuo de manera explosiva",25
4/26/2024 15:01:39,EYYTA3LD,"Solo hacerlo, usualmente me desapego de la realidad por lo que no tengo una experiencia emocional al realizar esa acción.","Solo hacerlo, usualmente me desapego de la realidad por lo que no tengo una experiencia emocional al realizar esa acción.",27
4/26/2024 15:35:25,W49IM590,Pues muchas veces no se cómo actuar ,Pues muchas veces no se cómo actuar,8
4/26/2024 16:54:59,7HKJBSVI,Medito un rato y pienso en posibles soluciones ,Medito un rato y pienso en posibles soluciones,13
4/26/2024 16:57:51,41U4SDTP,Pensar,Pensar,2
4/26/2024 17:05:18,25DC2F4Q,Meditar si es una situación que está en mi control,Meditar si es una situación que está en mi control,11
4/26/2024 17:07:40,PPI1SV0E,"Primero me calmo, y espero para pensar todo objetivamente, evalúo las diversas soluciones y procedo con cautela, trato de no estresarme tanto","Primero me calmo, y espero para pensar todo objetivamente, evalúo las diversas soluciones y procedo con cautela, trato de no estresarme tanto",38
4/26/2024 18:22:59,KQGSATHF,Prepararme mentalmente para abordar el problema de una manera en la que no salga muy perjudicado,Prepararme mentalmente para abordar el problema de una manera en la que no salga muy perjudicado,24
4/26/2024 20:27:53,3ZF411GH,"Trato de calmarme para evitar hacer cosas por impulso que pueden hacer que las cosas empeoren, y después confrontar a la situación tratando de arreglarla","Trato de calmarme para evitar hacer cosas por impulso que pueden hacer que las cosas empeoren, y después confrontar a la situación tratando de arreglarla",36
4/28/2024 12:04:28,5CYE0BRU,Buscar otra alternativa y tratar de no pensar en eso demasiado ,Buscar otra alternativa y tratar de no pensar en eso demasiado,12
4/28/2024 17:44:49,43K4VHCP,"Al principio siempre trato de evitarlo a toda costa, pero claro, al final siempre termino afrontándolo","Al principio siempre trato de evitarlo a toda costa, pero claro, al final siempre termino afrontándolo",24
4/28/2024 22:35:59,FA8HZ0ZJ,Retomo los momentos pasados de dificultad y la solución dada entonces,Retomo los momentos pasados de dificultad y la solución dada entonces,16
4/29/2024 9:09:29,KFH9XJ94,Pienso en todos los resultados y actuó con confianza,Pienso en todos los resultados y actuó con confianza,11
4/29/2024 13:24:37,7I9KZQ70,"Trato de resolverla, de ser posible pido ayuda.","Trato de resolverla, de ser posible pido ayuda.",13
4/29/2024 13:26:44,TBIDV696,Comentarlo con mis amigos y así afrontar la situación. ,Comentarlo con mis amigos y así afrontar la situación.,13
4/29/2024 13:30:35,BR14PE8E,"Respiro, reviso a fondo el problema y lo divido en problemas mucho mas pequeños, despues, hago una lista mental de acuerdo a la dificultad y por ultimo abordo el problema de acuerdo a esa lista empezando por el mas facil.","Respiro, reviso a fondo el problema y lo divido en problemas mucho mas pequeños, despues, hago una lista mental de acuerdo a la dificultad y por ultimo abordo el problema de acuerdo a esa lista empezando por el mas facil.",56
4/29/2024 13:31:46,PRUNGY5A,"Pensar en varias alternativas para solucionar dicha situación, así como también buscar a personas de confianza que me ayuden en el proceso.","Pensar en varias alternativas para solucionar dicha situación, así como también buscar a personas de confianza que me ayuden en el proceso.",29
4/29/2024 13:39:07,WHUIDLRU,"No tengo una manera procedural de reaccionar ante situaciones así,solo las afronto y ya","No tengo una manera procedural de reaccionar ante situaciones así,solo las afronto y ya",22
4/29/2024 13:40:04,442SR3BQ,"Tomarme un espacio para poder pensar de mejor manera y no afectar a terceros.
",Tomarme un espacio para poder pensar de mejor manera y no afectar a terceros.,18
4/29/2024 13:53:27,R5NND2PJ,"Buscar una solución inmediata y sino tiene solución, simplemente no hacer nada ","Buscar una solución inmediata y sino tiene solución, simplemente no hacer nada",15
4/29/2024 14:03:24,S62P3R06,"Mantener la calma, ver que de puede rescatar de la situación, tratar de mejorar la situación,","Mantener la calma, ver que de puede rescatar de la situación, tratar de mejorar la situación,",23
4/29/2024 14:05:35,VBGGGTXX,"Al principio suelo estresarme y tratar de ignorarlo, para después resignarme a enfrentar la situación ","Al principio suelo estresarme y tratar de ignorarlo, para después resignarme a enfrentar la situación",24
4/29/2024 14:21:13,YO9QP9GQ,me enfoco en resolover el problema,me enfoco en resolover el problema,10
4/29/2024 14:21:52,TIRMAXIL,"De primer momento, me sirve llorar y sacar la frustración o sentimiento que sienta, eso me ayuda a darme fuerza y coraje para salir adelante.","De primer momento, me sirve llorar y sacar la frustración o sentimiento que sienta, eso me ayuda a darme fuerza y coraje para salir adelante.",36
4/29/2024 14:36:58,X939VKYG,"Buscar soluciones a mi problema ya que no gano ni resuelvo nada si yo sola me pongo trabas y hago más difícil la situación.
Lo hablo con quien sé que pueda ayudarme y pido opiniones principalmente a mi esposo ",Buscar soluciones a mi problema ya que no gano ni resuelvo nada si yo sola me pongo trabas y hago más difícil la situación. Lo hablo con quien sé que pueda ayudarme y pido opiniones principalmente a mi esposo,52
4/29/2024 14:50:49,EE1OP684,Buscar la solución de los problemas y actuar para evitar que crezca el problema,Buscar la solución de los problemas y actuar para evitar que crezca el problema,17
4/29/2024 15:07:54,G1NFK78R,desahogarme y mantenerme ocupada ,desahogarme y mantenerme ocupada,8
4/29/2024 16:31:34,TW29QEAI,"Pienso que es mejor ""agarrar al toro por los cuernos"" y hacer lo que se tiene que hacer. Solo identificas el problema, la solucion y la aplicas. ","Pienso que es mejor ""agarrar al toro por los cuernos"" y hacer lo que se tiene que hacer. Solo identificas el problema, la solucion y la aplicas.",42
4/29/2024 18:47:56,EC28OB0I,"Lloro, trato de desahogarme ","Lloro, trato de desahogarme",11
4/29/2024 23:14:46,YWDANKQ3,Sobrellevarla ,Sobrellevarla,4
4/30/2024 0:22:30,41GHNML3,Le pregunto a personas que tuvieron casos similares y pudo ayuda ,Le pregunto a personas que tuvieron casos similares y pudo ayuda,13
4/30/2024 0:30:58,ZYO6EKLW,A veces lloro antes de ponerme a ver que es lo que tengo que hacer,A veces lloro antes de ponerme a ver que es lo que tengo que hacer,18
4/30/2024 8:38:45,WLSM1SUM,Pienso mucho en cómo podría superarlo ,Pienso mucho en cómo podría superarlo,9
4/30/2024 10:44:29,7RSZOAWX,"Trato de calmarme, pensar en varias soluciones, y ver cual es la mejor solución ","Trato de calmarme, pensar en varias soluciones, y ver cual es la mejor solución",20
4/30/2024 11:00:56,NOQASZVA,Busco ayuda de terapeutas y amigos,Busco ayuda de terapeutas y amigos,10
4/30/2024 13:35:25,N9JIRQ1R,Trato de distraerme con otras cosas,Trato de distraerme con otras cosas,10
4/30/2024 14:30:58,RVJ6EPRG,Siempre preparado para lo que venga en la vida. ,Siempre preparado para lo que venga en la vida.,13
4/30/2024 18:16:40,2WMZZ63C,Trato de mentalizarme y motivarme para poder afrontarla y que aceptaré el resultado de dicha situación para un aprendizaje. A veces si no pierdes no aprendes ,Trato de mentalizarme y motivarme para poder afrontarla y que aceptaré el resultado de dicha situación para un aprendizaje. A veces si no pierdes no aprendes,39
4/30/2024 18:38:14,53710675,"Ver que opciones tengo para solucionarlo, pensar y meditar antes de tomar acción y realizarlo de la mejor manera para solucionarlo rápido","Ver que opciones tengo para solucionarlo, pensar y meditar antes de tomar acción y realizarlo de la mejor manera para solucionarlo rápido",33
4/30/2024 21:04:57,7CTEOZ0B,"por lo general le suelo dar varias vueltas a lo sucedido, y pensar mucho en ello, pero aún así al final es aceptar algo que no se puede cambiar.","por lo general le suelo dar varias vueltas a lo sucedido, y pensar mucho en ello, pero aún así al final es aceptar algo que no se puede cambiar.",33
5/1/2024 8:23:10,RJYNX3WD,Simplemente poco a poco ir afrontando hasta que pase,Simplemente poco a poco ir afrontando hasta que pase,12
